timestamp,latitude,longitude,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,pm25,hour,day_of_week,month,day_of_year,season,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_mean_3h,pm25_mean_6h,pm25_mean_12h,pm25_mean_24h,target_pm25
2021-01-02 19:00:00+00:00,28.6139,77.209,12.21,91.99,2.69,134.7,99.03,0.1,338.85,19,5,1,2,Winter,351.93,334.33,318.95,252.64,314.54,347.1966666666667,337.7816666666667,311.09083333333336,295.05958333333336,329.74
2021-01-02 20:00:00+00:00,28.6139,77.209,12.54,92.59,2.82,128.8,99.0,0.14,329.74,20,5,1,2,Winter,338.85,350.81,324.3,260.02,292.37,340.17333333333335,338.68833333333333,316.9008333333333,296.6166666666667,319.36
2021-01-02 21:00:00+00:00,28.6139,77.209,12.68,94.51,2.87,122.6,98.97,0.35,319.36,21,5,1,2,Winter,329.74,351.93,326.47,262.68,286.22,329.31666666666666,337.50333333333333,321.62416666666667,297.9975,296.36
2021-01-02 22:00:00+00:00,28.6139,77.209,12.71,96.43,2.82,118.4,98.94,0.67,296.36,22,5,1,2,Winter,319.36,338.85,334.33,270.04,286.18,315.15333333333336,331.175,323.81750000000005,298.4216666666667,264.26
2021-01-02 23:00:00+00:00,28.6139,77.209,12.91,97.08,2.83,117.4,98.94,0.74,264.26,23,5,1,2,Winter,296.36,329.74,350.81,289.87,280.96,293.32666666666665,316.75,321.68333333333334,297.72583333333336,230.5
2021-01-03 00:00:00+00:00,28.6139,77.209,13.1,97.27,2.73,118.0,98.98,0.48,230.5,0,6,1,3,Winter,264.26,319.36,351.93,304.84,265.27,263.70666666666665,296.5116666666667,315.48833333333334,296.27708333333334,202.6
2021-01-03 01:00:00+00:00,28.6139,77.209,13.27,97.2,2.8,120.5,99.05,0.18,202.6,1,6,1,3,Winter,230.5,296.36,338.85,318.95,247.37,232.45333333333335,273.80333333333334,305.79249999999996,294.4116666666667,193.18
2021-01-03 02:00:00+00:00,28.6139,77.209,13.9,95.23,3.65,119.0,99.12,0.15,193.18,2,6,1,3,Winter,202.6,264.26,329.74,324.3,260.34,208.76,251.04333333333332,294.86583333333334,291.61333333333334,185.19
2021-01-03 03:00:00+00:00,28.6139,77.209,14.94,92.32,4.77,116.5,99.15,2.6,185.19,3,6,1,3,Winter,193.18,230.5,319.36,326.47,285.02,193.65666666666667,228.6816666666667,283.0925,287.45375,164.17
2021-01-03 04:00:00+00:00,28.6139,77.209,16.71,87.26,5.14,120.5,99.19,3.13,164.17,4,6,1,3,Winter,185.19,202.6,296.36,334.33,298.6,180.84666666666666,206.65,268.91249999999997,281.8525,148.74
2021-01-03 05:00:00+00:00,28.6139,77.209,18.38,79.98,5.38,123.9,99.14,2.68,148.74,5,6,1,3,Winter,164.17,193.18,264.26,350.81,299.83,166.03333333333333,187.39666666666668,252.07333333333335,275.5570833333333,129.81
2021-01-03 06:00:00+00:00,28.6139,77.209,19.79,72.62,5.81,121.8,99.03,3.84,129.81,6,6,1,3,Winter,148.74,185.19,230.5,351.93,293.54,147.57333333333332,170.615,233.56333333333336,268.735,88.28
2021-01-03 07:00:00+00:00,28.6139,77.209,20.67,68.57,6.08,120.0,98.93,2.36,88.28,7,6,1,3,Winter,129.81,164.17,202.6,338.85,252.64,122.27666666666669,151.56166666666667,212.68249999999998,261.88666666666666,77.11
2021-01-03 08:00:00+00:00,28.6139,77.209,21.1,66.79,6.12,121.3,98.85,0.84,77.11,8,6,1,3,Winter,88.28,148.74,193.18,329.74,260.02,98.39999999999999,132.21666666666667,191.63,254.2654166666667,77.33
2021-01-03 09:00:00+00:00,28.6139,77.209,21.12,66.81,5.62,126.2,98.81,0.24,77.33,9,6,1,3,Winter,77.11,129.81,185.19,319.36,262.68,80.90666666666667,114.24,171.4608333333333,246.54250000000002,82.44
2021-01-03 10:00:00+00:00,28.6139,77.209,20.17,73.15,4.0,132.1,98.8,0.08,82.44,10,6,1,3,Winter,77.33,88.28,164.17,296.36,270.04,78.96,100.61833333333334,153.63416666666666,238.72583333333333,87.93
2021-01-03 11:00:00+00:00,28.6139,77.209,18.09,83.54,3.05,138.7,98.84,0.02,87.93,11,6,1,3,Winter,82.44,77.11,148.74,264.26,289.87,82.56666666666666,90.48333333333333,138.94,230.3116666666667,90.78
2021-01-03 12:00:00+00:00,28.6139,77.209,16.77,85.68,3.48,139.9,98.89,0.04,90.78,12,6,1,3,Winter,87.93,77.33,129.81,230.5,304.84,87.05,83.97833333333334,127.29666666666667,221.3925,89.49
2021-01-03 13:00:00+00:00,28.6139,77.209,15.94,87.86,3.61,135.3,98.94,0.05,89.49,13,6,1,3,Winter,90.78,82.44,88.28,202.6,318.95,89.39999999999999,84.18,117.87083333333334,211.83166666666668,84.53
2021-01-03 14:00:00+00:00,28.6139,77.209,14.84,92.49,3.23,132.4,99.0,0.04,84.53,14,6,1,3,Winter,89.49,87.93,77.11,193.18,324.3,88.26666666666667,85.41666666666667,108.81666666666666,201.84125000000003,78.11
2021-01-03 15:00:00+00:00,28.6139,77.209,14.49,93.64,3.81,139.0,99.09,0.03,78.11,15,6,1,3,Winter,84.53,90.78,77.33,185.19,326.47,84.04333333333334,85.54666666666667,99.89333333333333,191.49291666666667,70.58
2021-01-03 16:00:00+00:00,28.6139,77.209,14.36,94.19,4.24,143.2,99.13,0.02,70.58,16,6,1,3,Winter,78.11,89.49,82.44,164.17,334.33,77.74,83.57000000000001,92.09416666666668,180.50333333333333,64.55
2021-01-03 17:00:00+00:00,28.6139,77.209,14.4,94.3,3.88,138.1,99.11,0.01,64.55,17,6,1,3,Winter,70.58,84.53,87.93,148.74,350.81,71.08,79.67333333333333,85.07833333333333,168.57583333333335,58.95
2021-01-03 18:00:00+00:00,28.6139,77.209,13.94,97.13,3.14,131.8,99.08,0.0,58.95,18,6,1,3,Winter,64.55,78.11,90.78,129.81,351.93,64.69333333333333,74.36833333333333,79.17333333333333,156.36833333333334,56.31
2021-01-03 19:00:00+00:00,28.6139,77.209,13.51,99.76,2.74,127.3,99.05,0.0,56.31,19,6,1,3,Winter,58.95,70.58,89.49,88.28,338.85,59.93666666666667,68.83833333333332,76.50916666666667,144.59583333333333,61.83
2021-01-03 20:00:00+00:00,28.6139,77.209,12.84,100.0,2.48,122.0,99.02,0.0,61.83,20,6,1,3,Winter,56.31,64.55,84.53,77.11,329.74,59.03,65.055,75.23583333333333,133.43291666666667,67.16
2021-01-03 21:00:00+00:00,28.6139,77.209,12.23,100.0,2.39,114.4,99.01,0.0,67.16,21,6,1,3,Winter,61.83,58.95,78.11,77.33,319.36,61.76666666666667,63.23,74.38833333333334,122.92458333333333,74.66
2021-01-03 22:00:00+00:00,28.6139,77.209,11.8,100.0,2.37,108.0,99.0,0.0,74.66,22,6,1,3,Winter,67.16,56.31,70.58,82.44,296.36,67.88333333333333,63.910000000000004,73.74,113.68708333333332,82.75
2021-01-03 23:00:00+00:00,28.6139,77.209,11.54,100.0,2.23,105.3,99.04,0.0,82.75,23,6,1,3,Winter,74.66,61.83,64.55,87.93,264.26,74.85666666666667,66.94333333333333,73.30833333333334,106.12416666666667,91.02
2021-01-04 00:00:00+00:00,28.6139,77.209,11.53,100.0,2.05,111.8,99.12,0.01,91.02,0,0,1,4,Winter,82.75,67.16,58.95,90.78,230.5,82.80999999999999,72.28833333333334,73.32833333333333,100.3125,106.05
2021-01-04 01:00:00+00:00,28.6139,77.209,11.53,100.0,1.99,122.9,99.19,0.01,106.05,1,0,1,4,Winter,91.02,74.66,56.31,89.49,202.6,93.27333333333333,80.57833333333333,74.70833333333333,96.28958333333334,140.65
2021-01-04 02:00:00+00:00,28.6139,77.209,13.3,98.98,1.7,125.2,99.28,0.02,140.65,2,0,1,4,Winter,106.05,82.75,61.83,84.53,193.18,112.57333333333332,93.71499999999999,79.38499999999999,94.10083333333331,175.54
2021-01-04 03:00:00+00:00,28.6139,77.209,15.73,88.97,1.77,118.7,99.33,0.0,175.54,3,0,1,4,Winter,140.65,91.02,67.16,78.11,185.19,140.74666666666667,111.77833333333332,87.50416666666666,93.69875,176.12
2021-01-04 04:00:00+00:00,28.6139,77.209,19.23,73.54,1.84,133.7,99.37,0.0,176.12,4,0,1,4,Winter,175.54,106.05,74.66,70.58,164.17,164.10333333333332,128.68833333333333,96.29916666666666,94.19666666666667,158.32
2021-01-04 05:00:00+00:00,28.6139,77.209,22.19,59.77,2.28,141.6,99.32,0.0,158.32,5,0,1,4,Winter,176.12,140.65,82.75,64.55,148.74,169.99333333333334,141.28333333333333,104.11333333333334,94.59583333333332,136.7
2021-01-04 06:00:00+00:00,28.6139,77.209,24.44,50.23,2.82,142.4,99.23,0.02,136.7,6,0,1,4,Winter,158.32,175.54,91.02,58.95,129.81,157.04666666666665,148.89666666666668,110.59249999999999,94.88291666666667,96.76
2021-01-04 07:00:00+00:00,28.6139,77.209,25.8,44.1,3.46,146.3,99.13,0.03,96.76,7,0,1,4,Winter,136.7,176.12,106.05,56.31,88.28,130.59333333333333,147.34833333333333,113.96333333333332,95.23625,76.84
2021-01-04 08:00:00+00:00,28.6139,77.209,26.26,40.72,4.07,149.6,99.06,0.01,76.84,8,0,1,4,Winter,96.76,158.32,140.65,61.83,77.11,103.43333333333334,136.71333333333334,115.21416666666666,95.22500000000001,60.78
2021-01-04 09:00:00+00:00,28.6139,77.209,25.89,39.57,4.44,149.4,99.01,0.0,60.78,9,0,1,4,Winter,76.84,136.7,175.54,67.16,77.33,78.12666666666667,117.58666666666666,114.6825,94.53541666666666,99.12
2021-01-04 10:00:00+00:00,28.6139,77.209,24.78,41.45,4.08,147.4,98.97,0.0,99.12,10,0,1,4,Winter,60.78,96.76,176.12,74.66,82.44,78.91333333333334,104.75333333333333,116.72083333333332,95.23041666666667,179.45
2021-01-04 11:00:00+00:00,28.6139,77.209,21.0,55.62,2.52,138.9,98.91,0.0,179.45,11,0,1,4,Winter,99.12,76.84,158.32,82.75,87.93,113.11666666666666,108.27499999999999,124.77916666666665,99.04374999999999,273.56
2021-01-04 12:00:00+00:00,28.6139,77.209,17.92,63.11,2.79,131.2,98.84,0.0,273.56,12,0,1,4,Winter,179.45,60.78,136.7,91.02,90.78,184.04333333333332,131.085,139.9908333333333,106.65958333333333,376.5
2021-01-04 13:00:00+00:00,28.6139,77.209,18.07,64.02,3.16,236.0,99.06,0.0,376.5,13,0,1,4,Winter,273.56,99.12,96.76,106.05,89.49,276.50333333333333,177.70833333333334,162.52833333333334,118.61833333333333,444.29
2021-01-04 14:00:00+00:00,28.6139,77.209,17.52,72.31,7.16,260.4,99.24,0.0,444.29,14,0,1,4,Winter,376.5,179.45,76.84,140.65,84.53,364.7833333333333,238.95000000000002,187.83166666666668,133.60833333333332,432.78
2021-01-04 15:00:00+00:00,28.6139,77.209,16.19,82.98,4.36,277.8,99.36,0.0,432.78,15,0,1,4,Winter,444.29,273.56,60.78,175.54,78.11,417.8566666666666,300.95,209.26833333333332,148.38625,304.52
2021-01-04 16:00:00+00:00,28.6139,77.209,15.35,86.18,1.82,341.1,99.23,0.0,304.52,16,0,1,4,Winter,432.78,376.5,99.12,176.12,70.58,393.8633333333333,335.18333333333334,219.96833333333333,158.13375,244.61
2021-01-04 17:00:00+00:00,28.6139,77.209,15.43,84.05,1.98,21.0,99.15,0.0,244.61,17,0,1,4,Winter,304.52,444.29,179.45,158.32,64.55,327.30333333333334,346.04333333333335,227.15916666666666,165.63625,180.51
2021-01-04 18:00:00+00:00,28.6139,77.209,14.19,90.67,2.04,35.0,99.15,0.0,180.51,18,0,1,4,Winter,244.61,432.78,273.56,136.7,58.95,243.21333333333337,330.535,230.81000000000003,170.70125,127.7
2021-01-04 19:00:00+00:00,28.6139,77.209,13.84,93.17,2.39,26.0,99.17,0.0,127.7,19,0,1,4,Winter,180.51,304.52,376.5,96.76,56.31,184.27333333333334,289.0683333333333,233.38833333333332,173.67583333333334,107.73
2021-01-04 20:00:00+00:00,28.6139,77.209,13.89,94.01,3.62,28.8,99.12,0.0,107.73,20,0,1,4,Winter,127.7,244.61,444.29,76.84,61.83,138.64666666666668,232.975,235.9625,175.58833333333334,98.74
2021-01-04 21:00:00+00:00,28.6139,77.209,14.18,94.2,5.97,28.3,99.01,0.0,98.74,21,0,1,4,Winter,107.73,180.51,432.78,60.78,67.16,111.39,177.30166666666665,239.1258333333333,176.90416666666667,89.7
2021-01-04 22:00:00+00:00,28.6139,77.209,14.13,95.62,4.9,20.8,99.06,0.01,89.7,22,0,1,4,Winter,98.74,127.7,304.52,99.12,74.66,98.72333333333334,141.49833333333333,238.34083333333334,177.53083333333336,84.57
2021-01-04 23:00:00+00:00,28.6139,77.209,14.37,95.03,4.49,13.3,99.07,0.02,84.57,23,0,1,4,Winter,89.7,107.73,244.61,179.45,82.75,91.00333333333333,114.825,230.43416666666667,177.60666666666668,81.61
2021-01-05 00:00:00+00:00,28.6139,77.209,14.41,95.89,4.81,20.3,99.03,0.06,81.61,0,1,1,5,Winter,84.57,98.74,180.51,273.56,91.02,85.29333333333334,98.34166666666665,214.4383333333333,177.2145833333333,87.3
2021-01-05 01:00:00+00:00,28.6139,77.209,13.84,99.27,3.73,15.4,99.09,0.35,87.3,1,1,1,5,Winter,81.61,89.7,127.7,376.5,106.05,84.49333333333333,91.60833333333333,190.33833333333334,176.4333333333333,115.12
2021-01-05 02:00:00+00:00,28.6139,77.209,14.68,94.74,3.6,0.5,99.27,1.81,115.12,2,1,1,5,Winter,87.3,84.57,107.73,444.29,140.65,94.67666666666666,92.83999999999999,162.9075,175.36958333333334,143.68
2021-01-05 03:00:00+00:00,28.6139,77.209,16.09,88.66,4.13,8.2,99.33,0.47,143.68,3,1,1,5,Winter,115.12,81.61,98.74,432.78,175.54,115.36666666666667,100.33,138.81583333333333,174.04208333333335,154.08
2021-01-05 04:00:00+00:00,28.6139,77.209,18.09,78.68,2.62,14.1,99.38,0.22,154.08,4,1,1,5,Winter,143.68,87.3,89.7,304.52,176.12,137.6266666666667,111.05999999999999,126.27916666666665,173.12375,155.01
2021-01-05 05:00:00+00:00,28.6139,77.209,20.42,64.35,2.2,32.2,99.35,0.02,155.01,5,1,1,5,Winter,154.08,115.12,84.57,244.61,158.32,150.92333333333332,122.8,118.8125,172.98583333333332,145.32
2021-01-05 06:00:00+00:00,28.6139,77.209,22.06,54.6,3.08,67.4,99.21,0.0,145.32,6,1,1,5,Winter,155.01,143.68,81.61,180.51,136.7,151.47,133.41833333333332,115.88,173.345,120.66
2021-01-05 07:00:00+00:00,28.6139,77.209,22.85,49.93,3.4,84.9,99.06,0.0,120.66,7,1,1,5,Winter,145.32,154.08,87.3,127.7,96.76,140.33,138.97833333333332,115.29333333333334,174.34083333333334,111.03
2021-01-05 08:00:00+00:00,28.6139,77.209,23.75,46.02,3.06,106.9,98.98,0.0,111.03,8,1,1,5,Winter,120.66,155.01,115.12,107.73,76.84,125.67,138.29666666666665,115.56833333333333,175.76541666666665,102.28
2021-01-05 09:00:00+00:00,28.6139,77.209,24.13,43.63,3.4,126.3,98.9,0.0,102.28,9,1,1,5,Winter,111.03,145.32,143.68,98.74,60.78,111.32333333333334,131.39666666666668,115.86333333333333,177.49458333333334,105.49
2021-01-05 10:00:00+00:00,28.6139,77.209,23.14,47.41,2.98,136.0,98.87,0.0,105.49,10,1,1,5,Winter,102.28,120.66,154.08,89.7,99.12,106.26666666666667,123.29833333333333,117.17916666666666,177.76000000000002,122.48
2021-01-05 11:00:00+00:00,28.6139,77.209,20.56,59.73,2.32,144.5,98.88,0.0,122.48,11,1,1,5,Winter,105.49,111.03,155.01,84.57,179.45,110.08333333333333,117.87666666666667,120.33833333333332,175.38625000000002,136.95
2021-01-05 12:00:00+00:00,28.6139,77.209,19.05,62.13,2.71,152.5,98.93,0.0,136.95,12,1,1,5,Winter,122.48,102.28,145.32,81.61,273.56,121.63999999999999,116.48166666666667,124.95,169.69416666666666,150.07
2021-01-05 13:00:00+00:00,28.6139,77.209,18.29,63.11,2.86,157.6,99.0,0.0,150.07,13,1,1,5,Winter,136.95,105.49,120.66,87.3,376.5,136.5,121.38333333333333,130.1808333333333,160.25958333333332,169.31
2021-01-05 14:00:00+00:00,28.6139,77.209,17.1,65.39,2.97,158.1,99.04,0.0,169.31,14,1,1,5,Winter,150.07,122.48,111.03,115.12,444.29,152.10999999999999,131.09666666666666,134.6966666666667,148.80208333333334,183.94
2021-01-05 15:00:00+00:00,28.6139,77.209,16.41,66.56,2.95,156.8,99.07,0.0,183.94,15,1,1,5,Winter,169.31,136.95,102.28,143.68,432.78,167.77333333333334,144.70666666666668,138.05166666666665,138.43375,179.81
2021-01-05 16:00:00+00:00,28.6139,77.209,15.75,68.1,2.9,156.2,99.06,0.0,179.81,16,1,1,5,Winter,183.94,150.07,105.49,154.08,304.52,177.68666666666664,157.09333333333333,140.19583333333333,133.23749999999998,172.19
2021-01-05 17:00:00+00:00,28.6139,77.209,15.13,69.56,2.8,164.2,99.04,0.0,172.19,17,1,1,5,Winter,179.81,169.31,122.48,155.01,244.61,178.64666666666668,165.37833333333333,141.6275,130.22,163.78
2021-01-05 18:00:00+00:00,28.6139,77.209,14.66,70.75,2.6,183.8,99.03,0.0,163.78,18,1,1,5,Winter,172.19,183.94,136.95,145.32,180.51,171.92666666666665,169.85,143.16583333333332,129.52291666666667,158.16
2021-01-05 19:00:00+00:00,28.6139,77.209,15.17,69.29,1.98,204.8,99.03,0.0,158.16,19,1,1,5,Winter,163.78,179.81,150.07,120.66,127.7,164.71,171.19833333333335,146.29083333333332,130.79208333333332,167.24
2021-01-05 20:00:00+00:00,28.6139,77.209,15.04,70.5,1.43,215.9,99.01,0.01,167.24,20,1,1,5,Winter,158.16,172.19,169.31,111.03,107.73,163.05999999999997,170.85333333333332,150.975,133.27166666666665,178.59
2021-01-05 21:00:00+00:00,28.6139,77.209,15.28,69.85,0.52,223.5,98.97,0.01,178.59,21,1,1,5,Winter,167.24,163.78,183.94,102.28,98.74,167.99666666666667,169.96166666666667,157.33416666666668,136.59875,191.08
2021-01-05 22:00:00+00:00,28.6139,77.209,15.02,72.02,0.57,45.0,98.94,0.01,191.08,22,1,1,5,Winter,178.59,158.16,179.81,105.49,89.7,178.97000000000003,171.84,164.46666666666667,140.82291666666666,201.34
2021-01-05 23:00:00+00:00,28.6139,77.209,14.52,75.07,1.09,56.6,98.97,0.06,201.34,23,1,1,5,Winter,191.08,167.24,172.19,122.48,84.57,190.33666666666667,176.69833333333335,171.03833333333333,145.68833333333333,207.96
2021-01-06 00:00:00+00:00,28.6139,77.209,14.3,78.23,1.34,59.6,99.03,0.2,207.96,0,2,1,6,Winter,201.34,178.59,163.78,136.95,81.61,200.12666666666667,184.06166666666664,176.95583333333335,150.95291666666665,221.7
2021-01-06 01:00:00+00:00,28.6139,77.209,14.24,80.95,1.34,65.3,99.14,0.38,221.7,1,2,1,6,Winter,207.96,191.08,158.16,150.07,87.3,210.33333333333334,194.65166666666667,182.92499999999998,156.55291666666668,257.48
2021-01-06 02:00:00+00:00,28.6139,77.209,14.78,81.74,1.17,79.7,99.25,1.12,257.48,2,2,1,6,Winter,221.7,201.34,167.24,169.31,115.12,229.0466666666667,209.6916666666667,190.2725,162.48458333333332,290.25
2021-01-06 03:00:00+00:00,28.6139,77.209,14.99,82.66,1.65,91.7,99.35,2.74,290.25,3,2,1,6,Winter,257.48,207.96,178.59,183.94,143.68,256.4766666666667,228.3016666666667,199.13166666666666,168.59166666666667,289.38
2021-01-06 04:00:00+00:00,28.6139,77.209,15.62,81.29,2.17,90.5,99.4,2.22,289.38,4,2,1,6,Winter,290.25,221.7,191.08,179.81,154.08,279.0366666666667,244.68499999999997,208.26250000000002,174.22916666666666,261.03
2021-01-06 05:00:00+00:00,28.6139,77.209,16.95,75.45,2.64,83.0,99.33,0.88,261.03,5,2,1,6,Winter,289.38,257.48,201.34,172.19,155.01,280.22,254.63333333333333,215.66583333333335,178.64666666666665,227.54
2021-01-06 06:00:00+00:00,28.6139,77.209,19.22,65.61,2.57,80.8,99.21,0.15,227.54,6,2,1,6,Winter,261.03,290.25,207.96,163.78,145.32,259.31666666666666,257.89666666666665,220.97916666666666,182.0725,167.8
2021-01-06 07:00:00+00:00,28.6139,77.209,20.7,59.91,2.02,85.4,99.07,0.14,167.8,7,2,1,6,Winter,227.54,289.38,221.7,158.16,120.66,218.79,248.91333333333333,221.7825,184.03666666666666,145.99
2021-01-06 08:00:00+00:00,28.6139,77.209,21.19,58.33,1.52,93.0,98.97,0.13,145.99,8,2,1,6,Winter,167.8,261.03,257.48,167.24,111.03,180.44333333333336,230.33166666666668,220.01166666666666,185.4933333333333,137.31
2021-01-06 09:00:00+00:00,28.6139,77.209,21.18,58.46,1.25,104.8,98.92,0.08,137.31,9,2,1,6,Winter,145.99,227.54,290.25,178.59,102.28,150.3666666666667,204.84166666666667,216.5716666666667,186.95291666666665,209.06
2021-01-06 10:00:00+00:00,28.6139,77.209,20.64,61.01,0.99,119.7,98.91,0.03,209.06,10,2,1,6,Winter,137.31,167.8,289.38,191.08,105.49,164.12,191.455,218.07000000000002,191.26833333333335,339.17
2021-01-06 11:00:00+00:00,28.6139,77.209,19.2,68.83,0.66,143.0,98.92,0.0,339.17,11,2,1,6,Winter,209.06,145.99,261.03,201.34,122.48,228.51333333333335,204.47833333333335,229.55583333333334,200.2970833333333,494.42
2021-01-06 12:00:00+00:00,28.6139,77.209,18.22,68.48,0.68,169.0,98.97,0.01,494.42,12,2,1,6,Winter,339.17,137.31,227.54,207.96,136.95,347.55,248.95833333333334,253.4275,215.19166666666663,691.49
2021-01-06 13:00:00+00:00,28.6139,77.209,17.45,72.08,0.73,205.9,99.03,0.0,691.49,13,2,1,6,Winter,494.42,209.06,167.8,221.7,150.07,508.35999999999996,336.24,292.57666666666665,237.75083333333336,931.15
2021-01-06 14:00:00+00:00,28.6139,77.209,16.35,77.59,0.96,238.6,99.08,0.0,931.15,14,2,1,6,Winter,691.49,339.17,145.99,257.48,169.31,705.6866666666666,467.09999999999997,348.71583333333336,269.4941666666667,1119.62
2021-01-06 15:00:00+00:00,28.6139,77.209,15.48,82.05,1.32,258.6,99.1,0.0,1119.62,15,2,1,6,Winter,931.15,494.42,137.31,290.25,183.94,914.0866666666667,630.8183333333333,417.83,308.48083333333335,1161.25
2021-01-06 16:00:00+00:00,28.6139,77.209,14.4,87.78,1.71,274.7,99.12,0.0,1161.25,16,2,1,6,Winter,1119.62,691.49,209.06,289.38,179.81,1070.6733333333334,789.5166666666668,490.48583333333335,349.37416666666667,1070.1
2021-01-06 17:00:00+00:00,28.6139,77.209,13.27,94.16,2.08,289.9,99.12,0.02,1070.1,17,2,1,6,Winter,1161.25,931.15,339.17,261.03,172.19,1116.99,911.3383333333333,557.9083333333333,386.7870833333333,824.69
